title,genres,rate,picture,rate,summary,country,評論1,評論2,評論3,評論4,評論5
殭屍福星仔 ,喜劇、恐怖,5.2,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516168829.jpg,05/16/1991,旅行團意外流落荒島，領隊在一廢村裡發現巨大鑽石，一時貪心將其取走，卻誤將鬼王釋放。鬼王法力未恢復，島上眾人尚能倖存，還互相發生爭執，可鬼王法力漸漸恢復，眾人陷入危機之中，才意識到要消滅鬼王只有同心協力……,中國香港,剛開始還可以，接著就是把一部恐怖片拍著拍著就拍變成了喜劇片。而且毫無邏輯性，鬼還會呼吸？還需要靠閉氣來躲人類！還會叫大王！簡直就是在瞎扯淡。唯一能算看點的就是葉子楣了。,爛至極致，爛到無以復加，爛劇本，爛編劇，爛導演，總之沒有好的，都是爛的，瞎了我的眼搞個藍光原盤特意找播放器播半天卻是這等貨色，零分電影。,我很鬱悶……為什麼這樣一部電影能把小時候的我……嚇得半死……還有，演小殭屍的那些演員現在都怎麼樣了？一星全是因為自己……,我的童年記憶啊！當外婆離開我後，再看這類片子，又回憶在外婆家和弟弟的一段段打趣，真是傷心。錄象帶歲月,難怪豆瓣分數這麼低，因為確實夠爛的。剛開始還可以，接著就是把一部恐怖片拍著拍著就拍變成了喜劇片。而且毫無邏輯性，鬼還會呼吸？還需要靠閉氣來躲人類！還會叫大王！簡直就是在瞎扯淡。唯一能算看點的就是葉子楣了。理由大家也都懂的。除此之外，沒有任何值得看得地方，完全就是部浪費時間的片子。
一妻兩夫 ,喜劇,6.4,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2347435222.jpg,03/31/1988,"一直以來，阿信（陳友 飾）都希望能夠成為一名話劇演員，甚至為了出演著名的古典戲劇《羅密歐與朱麗葉》而放棄了一切，傾家蕩產。然而，天不遂人願，阿信的努力和孤注一擲最終以失敗告終，他和女主演百佳（梅豔芳 飾）雙雙失落的告別了舞臺。
                                    
                                　　之後，阿信終於放棄了信仰，開始嘗試著出演一些通俗劇目，哪知道意外的獲得了成功。而阿信的好友華仔（鍾鎮濤 飾）在同妻子惠康（夏文汐 飾）結婚之後便將生活的重心轉移到了工作上，備受冷落的惠康決定離家出走。在演出中，阿信結識了美麗的女演員飄紅（鐘楚紅 飾），對其一見傾心，哪知道飄紅心心念唸的，竟然是已有家室的華仔。",中國香港,……“我對性慾的需求一點都不比藝術的追求少”。短髮的夏文汐。,唉，帶著無聊滴心情補記下。,推薦，但坑爹了,同樣是追女仔的戲，陳友相較於王晶明顯要格調得多。非常好笑，好看過一夫兩妻，但鐘楚紅那個角色實在引不起我的任何好感，這或許是編劇的原因。,張堅庭結結實實得親了紅姑一下...所以這個片是拍來給基友圓夢的？！你們跟王晶有什麼區別，掀桌！！
想見你 ,愛情、懸疑、奇幻,9.2,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2576977981.jpg,11/17/2019,"黃雨萱永遠記得，當王詮勝第一次跟她告白，跟她說他喜歡她，要她當他女朋友的時候，黃雨萱反問了他一個問題，為什麼他會喜歡她，那時的王詮勝，就只是帶著一切該是如此的篤定微笑，回答她了一句“因為打從我第一眼看到你的時候，我就知道，我喜歡你…”
                                        
                                    　　黃雨萱，記得很清楚那一天，是2011年的夏末，她升上大學二年級的第一天，那一年的她和他，都是十九歲。
                                        
                                    　　陳韻如永遠記得，當李子維第一次跟她開口說話的時候，她坐在唱片行的櫃檯後，一邊顧店，一邊準備明年的大學聯考，隨著旋律，一個人默默地讀著書。那一天店內，正在播放的歌曲，是伍佰在1996年所出的專輯愛情的盡頭裡的第六首歌 ""LAST DANCE""。 陳韻如記得很清楚，那一天，是1998年的夏天，她的最後一個高中暑假，那一年的她和他，17歲。
                                        
                                    　　2019年的現在，因為走不出王詮勝離開的思念，黃雨萱試圖用一款可以找到世界上另一個自...",中國臺灣,從它開始，臺劇有了超越韓劇的可能。,寶藏許光漢，柯佳嬿的臉上有40%的徐濠縈，40%的桂綸鎂，以及20%的林依晨，真奇妙,有許光漢當男友，還要去上海提分手，女主好好反省吧,啊哪個女孩子的青春不想要李子維 但我私心偏愛莫俊傑,這是什麼神仙劇集啊！  還記得看第一集的時候我邊拿著iPad玩遊戲邊瞄幾眼，第一集結束的時候，我放下了iPad，在心裡說：“原來你是這樣的劇啊，那我就不是這樣看法了。”
鬥魚 ,愛情,6.6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2527961238.jpg,08/17/2018,"在教授父親嚴格的教育下，裴語燕在校當個好學生、在家規矩練著琴，依循著父母的願望，就像個牢籠裡的金絲雀安靜地活著，能令她展現微笑的，是偶爾偷偷彈奏著被禁止接觸的流行歌曲。她以為一切就這麼跟著父親安排好的路走，高中畢業出國、念音樂、彈古典鋼琴…直到她遇見了於皓，那個在街邊幹架的混混、那個衝進教室謝謝她的學生、那個攔住公車遞上情書的男孩！
                                    
                                　　父母雙亡的於皓，在警察輝叔的照顧下，驚險地邁向高中畢業的日子。他和從小一起長大的單子、阿奇無論好壞總在一掛，在校內走路有風、在校外好強打鬥。於皓記得那一日，向受傷的他邁出第一步的裴語燕一舉一動，雖然兩人世界天差地遠，他仍忍不住抓住這令他心動的愛情。帶著燕子速度狂飆、看著燕子微笑開心的樣子，於皓決定用盡所有保護這闖入他青春歲月女孩…",中國臺灣,邱宇辰飾演的豹哥是一大亮點！,「海鳥和魚相愛，只是一場意外。」電視劇版是我在豆瓣標註的第一部在看的電視劇，所以這部電影對我有很特別的意義。最近打算重看2004年的這部老劇，驚然發現導演要翻拍電影。還沒等到出高畫質就忍不住看完了。記得電視劇版熱映的時候我正在讀初中，當時的教學管理實在太嚴格了，雖然不能足以讓我考到足夠好的成績 但是卻可以縝密到讓我看不到一集我想看的電視劇。這部劇實在太火爆了，以至於我初中時候最常做的事情就是一邊抹眼淚做物理作業、一邊祈求快點長大快點看《鬥魚》。我要長大，我要去未來。電影的結尾，所有的原版主演齊聚出演十四年後的模樣，還沒等到他們露臉，單單是《Lydia》的前奏一出來就足以讓我淚崩。,全程尷尬，不是因為片子有多爛，而是劇情真的太像我初高中那會兒了，天知道我那六年經歷了什麼，但當時真的覺得那種男生超級帥，現在再看只覺得女主傻逼，居然為了小流氓放棄自己大好前途，以後生了女兒到叛逆期打算給她看這部電影。,三星給最後六分鐘.十四年後原版人馬的登場.04版太經典了.無法超越.臺.DVD,"唉…可惜女主了…大好前途…
就感覺男一男二長得有點像啊，有時候分不清😂
一開始打架，男主胸口背心一灘血跡，轉眼變成白背心…我的天，瞬移還是什麼啊…還有難怪最後會突然出現 明君，藍正龍，安以軒，原來原版鬥魚是他們演的，雖說有點情懷，可是突然亂入感覺違和啊😯
和混混一起，簡直了…因為教會了女主勇敢，所以選擇放棄大好前途....wc"
不曾想過愛上你 ,劇情、愛情,5.9,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2543890055.jpg,01/02/2019,"電影呈現了一系列錯綜複雜的愛情故事。主角楊菲雪（周葉 飾）患有先天疾病，但她仍堅信自己會與中意的男人相戀。當郝英俊（吳永淦 飾）出現在她的生命中時，她展現了大膽的求愛行為，但郝英俊卻猶豫不決，無法完全接受。儘管楊菲雪希望在生命的最後時刻與郝英俊譜寫一段轟轟烈烈的戀曲，但這個願望對於兩人來說似乎成了一種奢望。
                                    
                                　　另一方面，郝英俊的好友李澤（徐志輝 飾）和周遠光（亞孟樂 飾）也遇到了愛情的困境。他們愛上了同一個女人，但這個女人的背後卻隱藏著令人意想不到的秘密。這場三角戀情將三個人的愛情命運推向了未知的方向，讓他們陷入了思考和抉擇的困境。在這個故事中，愛情面臨著各種障礙和挑戰，包括個人的內心矛盾、生命的限制以及意想不到的秘密。",中國大陸,是一個很中規中矩的套路，演技也都很生澀，但是過程還行。,人物的情感邏輯太牽強 劇情太狗血 一星給演員顏值 一星給鏡頭不錯。,還不錯，演技臺詞都可以，就是劇情有點亂,結局多加一星。,劇情很狗血，但是我被裡面的話給感動到了，雖然我壓根就不懂。''人生來就是受苦的 你，我，我媽 芸芸眾生 都在受苦 我不知道該怎麼說 但是我知道 一切 都是最好的安排。人有了念想 就會覺得不公平 有太多的慾望 有太多的不甘心 有太多的念想。''現在的我，覺得死亡和病痛是特別空洞的東西，總感覺缺了點什麼，但不知道該填點什麼東西。
人際關係事務所 ,劇情,7.5,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2523696944.jpg,06/13/2018,"人人街上有家不起眼沒招牌的租書店，陸續聚集了四位魯蛇：最不會討債的黑道小弟 – 張亮、生意慘淡的租書店老闆 – 周廣俠、寧願負債也要拜金的 – 康樂佑、渴望被愛的富二代 – 丁邵恩
                                    
                                　　四位魯蛇懷著自己隱藏性的人際障礙問題，在租書店掛上疑難雜事招牌，開始替人解決種種人際上的苦差事，在荒謬驚奇又哭笑的情境裡，陸續解決了別人的問題，但也同時面對了自己在友情、親情、愛情上的層層關卡，改變了每個人內心膽怯不敢面對的那一面…",中國臺灣,比99%的國產劇都會講故事是肯定的，但關鍵人家美術置景也都比99%的國產劇好。國產劇落後於整個世界平均線水平確實是不爭的事實，再有錢也沒用，人家臺灣自成一片小天地都能拍的挺不錯的。,我真的很喜歡這個聖母白蓮花男主 太可愛了,在看，看樣子就知道很明顯不是bl了，就算有也be吧會，但是認識了王柏傑，小眼神都很棒！電臺dj一陣風的聲音我很喜歡，不會是張亮的聲音吧，會繼續追，但是真的太長了，希望王柏傑會成為我的下一個吳慷仁。看完了，希望丁丁以後都不要再喜歡上直男了，看完後3.5,想看bl的可以撤了,很好看啊，最喜歡這種型別的臺劇了 溫情又不失道理。比起男主更喜歡丁丁，最後一集：“我也不知道我要去哪裡 只不過，我知道 我該從你的人生裡下車了。”心酸。Ps：愛奇藝刪減版。180704在看 180707看過
最愛 ,劇情、愛情,7.5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1105515000.jpg,07/24/1986,"人入中年的吳明寶（繆騫人 飾）和白芸（張艾嘉 飾）有一份幾十年的友情，如今他們的丈夫都已故去，各自的女兒青春可人，正像她們當年的年紀，她們的回憶，一起回到了當年吳明寶和俊彥（林子祥 飾）訂婚的時候……
                                    
                                　　吳明寶在律師樓做秘書的時候與律師老闆俊彥日久生情，雙方家長撮合下，他們即將成婚。吳明寶將俊彥介紹給一起長大的閨蜜白芸，俊彥與白芸兩人相談甚歡，感到彼此所呼應的默契，一段隱秘的情愫在兩人之間滋長。終於，俊彥在婚禮前產生了動搖，然而白芸拒絕了俊彥，與一位相識不久的醫生匆匆成婚。多年以後，兩個好友再度聊起當年的往事，吳明寶發現好友和丈夫瞞了她多年的一段情……",中國香港,本來好糾結的。。。結局囧到了。。我不懂林子祥那個角色那種男人有什麼好值得爭。,86年的作品，如果留意張艾嘉的感情生活，就不難明白身兼編劇和導演的她現實中的猶豫、困惑、愧疚、不捨...片中採取倒敘，當張艾嘉和繆騫人年華老去，從閒話家常到深入回憶當年的三角情緣，起碼在基調上，我們可以很放心，因為片尾確定是無仇無恨的happy ending，這也是張艾嘉對現實感情糾結的一個期盼。繆騫人和林子祥這組合是不是許鞍華給的靈感？,相當雋永的小品，有點類似《流金歲月》，但角色多了點心計，亦添幾分成熟；80年代的愛情片即使會觸及人性「陰暗面」的，看起來依然比現今純粹，沒有那麼多複雜的計算；時代變了，人心也變得愈來愈難以觸控。,北影節第八場。其實到兩人見面的一瞬間就知道了張艾嘉的孩子也是林子祥的“大小老婆”同時懷孕應該是很多男人值得驕傲一生的事情吧。觀眾直到最後才發現醫生“喜當爹”而爆發笑聲，so naive。反而這一“見面”讓我覺得它值得四星，孩子和那句“給了一點怕我想要更多”形成了多麼諷刺的呼應。,午後，兩個女人的一生或者更多（張艾嘉感謝下楊德昌的《海灘的一天》吧）。
被光抓走的人 ,劇情、愛情、科幻,6.9,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575887979.jpg,12/13/2019,據說該片的創作靈感來源於董潤年的一個腦洞：“如果有一道神秘的光把一部分人抓走，社會的平靜與法則被打破，我們該怎麼辦？” 在導演的腦洞中，光代表什麼？為什麼人會被光抓走？誰會被光抓走？留下來的人要怎麼辦？這一系列疑問未來都需要在片中得到解答。,中國大陸,黃渤是欠導演人情了嗎？這個劇本太俗不可耐了，地攤上買本《知音》和《故事會》，合一合，一晚上劇本就有了。,開始以為又是拼盤式糖水愛情片，沒想到是一部非常深刻洞察現代情感關係的電影，看完會若有所思，甚至痛徹心扉。它探討的主題跟《婚姻故事》類似，把看似真摯的愛情解剖開給你看，看它的結締組織，看它的病理形態，看在脆弱不堪的現代婚姻制度下，人和人到底該如何相愛。片中所有演員都很出彩，把一個開腦洞的概念設定落到了實處。黃渤影帝級表演沒得說。譚卓最近演的都是內心戲大於行為表現的角色，比如同學聚會，全程一句話沒說，眉頭緊鎖，眼裡有戲，還有回家後躺在床上背對老公時的憤怒和屈辱，都很有張力。我太喜歡最後一個固定長鏡頭了，黃渤和譚卓的默契，揭示了生活的真正滋味，好演員用背影就能演出一場好戲。,軟科幻概念有沒有都無所謂，其實就是講了一箇中年男人的婚姻危機（which 幾乎是我在這個世界上最不愛看的東西）。同學會那一場太真實了，中年男人的酒臭味都能透過銀幕傳出來，黃渤現在爹味也是過分濃郁，看到後面我簡直感覺在偷窺我親爹的性生活。王珞丹基本就是在演一條塗了口紅的死魚，不用理她，往案板上一摔就行。本來看預告片時最期待的就是白客，可惜這一段因為涉及同性戀幾乎被刪到只剩十分鐘，不過白客臉爛了以後更有低配河正宇味了哈！還想看更多的白客！,3.5  沒想到年末會有一部如此細思極恐的愛情片，既是寓言體，又有著非常寫實的一面。設定了一個看似荒誕的極端情境，但電影的風格卻不荒誕，每段情節中醞釀的情感都顯得很真實。劇作設計得挺用心，多線敘事，包囊當下各類的情感話題，討論“被剩下的人”是從什麼時候開始“不相愛”的。黃渤和譚卓的表演自然是最穩的那一檔，意料之外的是王珞丹的部分也挺驚喜的。,概念非常好，影像化很糟糕。全片最最讓人坐如針氈的兩場戲：黃渤跟焦俊豔賓館念文縐縐臺詞，黃覺人生導師大仙兒給黃渤扯淡洗腦。這兩場除了臺詞尬，單場戲都不設計的嗎？演員們很明顯是沒找到感覺的，硬著頭皮吐露這些詞兒，讓人渾身不舒服……整體來說，前面三分之一還好，後面就開始持續崩壞。董潤年從編劇思維到導演思維還隔著千山萬水，兩個多小時到片長真的沒法忍，製片方也是太縱容一個處女作導演。概念四顆星，執行負一星。
三明治女孩的逆襲 ,劇情、愛情,6.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2623265273.jpg,04/15/2018,"《三明治女孩的逆襲》（英語：Between），2018年三立華人電視劇週日十點檔系列的第四十三部作品。本劇由張立昂、葉星辰、林子閎、林思宇、邵翔、廖奕琁領銜主演，接檔《已讀不回的戀人》。
                                    
                                　　三明治女孩夾縫中求生存，一邊是上下夾殺的職場生態，一邊是左右兩難的家庭與感情生活，一場屬於三明治女孩的逆襲就此展開....",中國臺灣,"兩星半
職場 似乎太簡單的職場
愛情 似乎太順暢的愛情…",男主教女主職場處事這部分挺現實且有用的。張立昂真是演什麼都帥。女主太聒噪大嗓門聲音細尖聽著好難受，而且作為一個時裝品牌公司員工，平時上班穿搭真的很土氣。開放式結局無力吐槽。,男主很有魅力啊,給執行長和小秘書打100分,好久沒看臺劇了，但這部執行長也太帥了吧！女主太呱噪。
重慶森林 ,劇情、愛情,8.8,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p792381411.jpg,07/14/1994,"編號為223的警察（金城武）失戀後患上失戀綜合症，在與金髮女殺手（林青霞）擦肩而過又離奇相遇並有了一晚溫情後，原本以為包括“愛情”在內的所有東西都有保質期的他意外地迎來心靈的短暫溫暖。可是，他們的愛情還是結束了。
                                    
                                　　快餐店新來的女招待阿菲（王菲）愛上了時常光顧快餐店的編號 為663的警察（梁朝偉），因拆了他的女友（周嘉玲）留在快餐店給他的“分手” 信，阿菲知曉了他的心情，偷拿到他的鑰匙趁他不在時常潛入他家，一邊夢遊一邊悄悄地改變他的生活，終在被他撞見時令其感受到情感的迴歸。然而，這才是他們愛情的開始。",中國香港,看舊電影最無法跨越的邏輯障礙：金城武怎麼可能會被甩！梁朝偉怎麼可能會被甩！這不是瀆神嗎！,"一個人哭了，你給紙巾他就行； 
　　但如果一間屋哭了，你就要做很多事情。",重新看了一遍重慶森林。想知道金城武為什麼可以連吃三十罐鳳梨罐頭加四份廚師沙拉薯條漢堡而不胖。因為早上六點起床跑步嗎？,最喜歡王菲一邊開著水龍頭一邊說因為下雨沒有辦法交電費.還有那個 加洲夢的音樂.,"那時她還被叫做王靖雯,小鹿様閃爍的眼神,細痩無邪的身體,瘋狂的暗戀也不過是純真執著的本能"
跳舞吧！大象 ,劇情、喜劇、歌舞,5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2562934437.jpg,07/26/2019,熱愛跳舞的13歲少女黎春夏不幸遭遇車禍，沉睡15年後竟奇蹟般地甦醒，醒來後卻發現生活發生了天翻地覆的變化，不僅喪失了十五年的生活常識，體重也飆升至200斤。但是為了完成在舞臺上翩翩起舞的夢想，她與童年的三位同伴再次合體，巧遇靈魂舞者培訓班創始人皮鮑十，一場華麗麗的魔鬼特訓就此開啟。,中國大陸,差不多是想要拍一箇中國版渡邊直美的勵志故事，但又飛揚跋扈想考北舞附中——一段誇張走形的校園女子黑道風雲，又打LGBT擦邊球——一個生吞蒼蠅的惡意剝削結尾，還搞什麼我是歌手綜藝真人秀——枉顧智商、邏輯盡喪的生搬硬造，最後就像掛主角身上那綠油油的痔瘡廣告——沒見過這麼自甘墮落的植入玩意。還有那大小象，敢再假一些嗎？所謂的情懷，加油、站起來，真應了一句話：沒有販賣，就沒有傷害。,即便再多人不喜歡，仍然被其中多場戲打動。這其實從來不是一個成功者的故事，就好像她們在最後的舞蹈跳得也很一般一樣，她們無法成功，但是，總要有證明自己的勇氣。哪怕最後失敗了。而影片最後也並沒有給她們希望或是造夢，她們並沒有透過跳舞獲得更好的成績和認同，這個處理，還是挺難得的。,"又雙叒叕是那種屌絲逆襲的勵志片，雞湯、說教、講大道理。
表面上很勵志，實際上不會給你帶來任何幫助。
恰恰相反，這種電影看得越多，越容易變得異想天開、整天用心靈雞湯自我催眠。
初賽那段就充分體現了她們不腳踏實地練舞，只知道給自己加戲。
不刻苦訓練，導致跳得很差，評委都沒眼看了，結果她靠賴著不走成功晉級了決賽。
果然“跳舞改變不了命運，不擇手段才可以”。
這麼做和那些基本功不過關只知道講故事賣慘博同情的人有什麼區別？
你要是踏踏實實練好基本功就不會被淘汰，哪用得著想方設法強行上場？
“這本來就不是你的身體”不小心暴露了劇組對胖子的真實看法。
“我們是偉大的友誼”又不小心暴露了打LGBT的擦邊球的本質。
最搞笑的是女主父親又不同意把大象安樂死，又要騙她說大象已經死了，美其名曰不想讓她傷心，典型的又當又立。",讓我充滿能量的電影，看完簡直幹勁十足！金春花真的很驚喜，沒想到一個話劇演員初登銀幕能將人物演繹得如此豐富靈活，未來可期，加油！,"看預告片就覺得電影會分兩極。
果然，只要關於販賣夢想，就會有廢夢派和挺夢派，還會出現邏輯派和情緒派。
關於我們當下的夢想，我們總有很多話要說，每個人也都有自己的一杆秤。
《跳舞吧大象》這碗雞湯，喝起來其實還算流暢，可能我在裡面看到了自己的落魄。
PS：國產片真的好喜歡強煽呀！"
少年的你 ,劇情、愛情、犯罪,8.2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2572166063.jpg,10/25/2019,"陳念（周冬雨 飾）是一名即將參加高考的高三學生，同校女生胡曉蝶（張藝凡 飾）的跳樓自殺讓她的生活陷入了困頓之中。胡曉蝶死後，陳念遭到了以魏萊（周也 飾）為首的三人組的霸凌，魏萊雖然表面上看來是乖巧的優等生，實際上卻心思毒辣，胡曉蝶的死和她有著千絲萬縷的聯絡。
                                    
                                　　一次偶然中，陳念邂逅了名為小北（易烊千璽 飾）的小混混，隨著時間的推移，心心相惜的兩人之間產生了真摯的感情。小北答應陳念在暗中保護她免受魏萊的欺凌，沒想到這一決定引發了一連串的連鎖反應。負責調查胡曉蝶死因的警官鄭易（尹昉 飾）隱隱察覺到校園裡的古怪氣氛，可他的調查卻屢屢遭到校方的阻撓。",中國大陸 / 中國香港,雖然但是 高三不收手機嗎,惡意就是這樣的，無端的針對一個人，即使別人沒有做錯什麼。,看了電影首映 兩位主演演得很出彩 各種情緒和無助感體現很到位 讓我很有共情 四字弟弟的表演很驚喜 和小黃鴨搭檔沒有輸 曾國祥導演的敘事能力還是很贊 五分！！,"面對墜樓，他們忙著拍照發微信，只有她為她蓋上衣服。
面對欺凌，他們假裝沒看見，只有她選擇報警。
因為蓋衣服，她成了下一個被欺凌的人；
因為報警，她遭到瘋狂報復。
袖手旁觀的人平安無事，制止惡行卻受到牽連。
被欺凌了沒人管，欺凌你的人死了馬上就管了。
受到傷害無法得到保護，犯了罪絕不讓你少判一天。
當初不重視你的遭遇；
如今卻想盡快結案，讓你接受法律制裁。
人人都說可以幫你，其實沒有人能幫你。
受過教育不一定就品質高尚；
沒上過學也可以善良正直。
家境富裕的好學生其實是校園霸凌的始作俑者；
你眼中的小混混卻真正付出行動保護弱者。
你只看到他打架，卻沒看到他是為被欺凌的人挺身而出。
你不會無私奉獻，我也不會，但是他會。
為了幫助她實現夢想，他甘願獻出一切。
你保護世界，我保護你。
只有你贏了，我才不算輸。",1.和《嘉年華》一樣，題材價值大於電影本體價值，在當前環境下拓展了國內院線的題材可能性。在被允許的前提下，可以展現的凌厲和殘忍可能也就到此為止了，所以很理解有些地方表達上的處理方式。2.“殘酷青春”是個差不多20多年前的概念，這個電影重新啟用了一次，說實話，這種青春期和殺戮，死亡，悲情之類的東西攪在一起的故事非常可疑，以一種看似底層殘酷物語的形態實際上講述一個很矯情的戲劇性設定。真實的校園霸凌有更真實，粗糲的處理方式，但會損害商業度，也可能無法面世，總之，這個題材在這裡被打磨得更光滑了一點，可惜。3.易烊千璽的表現真是不錯，不知道這是技術使然還是感覺使然，如果是技術，確實值得期待，需要其他反差角色驗證。4.電影節奏有問題，前三分之一很遲緩，男女主角關係的進展又缺乏理由。
陪你到世界之巔 ,劇情、愛情,7.5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2556612482.jpg,06/09/2019,該劇改編自南野琳兒的原著小說，講述了在職業競技選手和專業解說道路上追尋著各自夢想的男主角季向空和女主角邱櫻，歷經險阻克服困難和誤解，攜手奮鬥最後收穫成功的故事。,中國大陸,看到有王一博就開始看看！非科班出身 臺詞和表情真的不錯了，無功也無錯.希望王一博以後多多講話！！！！！！！編劇也真的無語了！女主不是很喜歡就跳過了,誰說小甜劇劇情不重要的？這劇完全符合我的口味啊，終於不是為了甜而甜，劇中有青春，有熱血，有職業競技的背後的故事，劇情之間的銜接也很自然，即使頭禿也要追起來！,dbp我真香了，聽我一句勸，只要熬過前幾集，後面妥妥的好看啊！後續劇情很緊湊，比之前的節奏好太多了，女主的人設變化也慢慢顯現出來了，男主王一博我真的可以，角色真的很貼合了！,看完了重新評價，我居然覺得挺好看啊（熬過前六集）王一博原聲好評！裡面好幾個配角都挺有戲，電競部分的氣氛營造得非常好（我一個從沒玩過遊戲的人也覺得很燃）。芒果放這部劇太快了，感覺真是顆遺珠！,有點超出預期，沒想到還挺好看的，王一博這個手殘腹黑的人設真的討喜，表演方面完成的也不錯，有點被帥到了。女主的設定稍微有點傻白甜，但整個劇竟然還蠻好笑的，一集接著一集看下來竟然沒有什麼尿點。本身對電競不太懂，但看到他們打比賽還是覺得很燃。
忍冬豔薔薇 ,劇情、愛情,3.8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2581091367.jpg,07/01/2016,"房成是清源堂名醫穀風所僱傭的管家，穀風的兒子在一場意外之中溺水身亡，谷老太將過錯怪罪到了房成的身上，令後者大為不滿。為了報復谷家，房成將自己和姘頭何秀所生的女兒薔薇同房家的千金小姐忍冬掉包了。就這樣，私生女薔薇成為了谷家的掌上明珠，過上了衣食無憂的生活，而忍冬則由何秀撫養，生長在赤貧的環境之中。
                                    
                                　　一晃眼多年過去，忍冬和薔薇都出落成為了亭亭玉立的少女。在機緣巧合之下，忍冬以學徒的身份重新回到了清源堂，在那裡，她邂逅了名為韓衝的男子。薔薇一直愛慕著正定，但正定漸漸被忍冬的聰慧和勇敢所吸引，令薔薇對忍冬十分憎惡。",中國大陸,劇情拖沓，女主很聖母，故事比較俗套，看了開頭就能想到結局了,2020年1月，全國進入戰疫狀態。此劇“驚天巧合”地登陸了廣州影視，以至於飯點時耳際充斥著“肺癆”、“會傳染”、“離我遠啲”、“一定要攞到佢條藥方”、“我地藥行無生意噶啦”，當然，印象最深刻還是某個肺癆病人一口老血噴到醫生臉上，終於把醫生傳染了。如斯種種，與國內疫情相映成“趣”。,類似的劇爛到只要家裡人在看我都待不下去，連做背景音都受不了，至於為什麼我打滿分，因為可以讓我媽媽他們安靜下來，我就可以出去浪了。,強烈呼籲這樣的電視劇不要出現在任何平臺尤其是電視臺上，不要再禍害我們見識比較侷限的長輩們了，謝謝了您咧！,厲害了趙韓櫻子每部劇都爛得如此相似
願望樹 ,劇情、喜劇、愛情,7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2357404293.jpg,10/28/2001,"主演AmanDa Strang是一位中法混血美女，也是廣告商的寵兒。
                                    
                                　　Jean（Amanda 飾）的姐姐Macy與阿迪的哥哥（陳冠希 飾）相戀，卻遭到家人反對。兩人相約在雪山上相見，Macy等待數月卻不見男友蹤影，終於支援不住，臨死前留下遺囑希望在2001年情人節前，妹妹將自己的骨灰帶上山。其實男友在赴約當日途中在公路上失事，而他的弟弟阿迪（陳冠希 飾）也有著和Jean相同的任務。因為他們早已訂下婚盟，要趕在2001年情人節當天舉行婚禮。阿迪對自己生活感到茫然，終日飛車度日，每天早上幫父親送報。Jean從小有心臟病，又沉浸在失去姐姐的悲痛中。兩人通往雪山的路上相遇，哥哥姐姐的事將兩人距離拉近，而在一次雪崩意外中，更令兩人擦出愛的火花。命運弄人，Jean父親的到來，立刻為這份感情蒙上陰影，而他們又將重踏哥哥姐姐的同樣的宿命嗎？",中國香港,大小姐和修車技工的故事 不錯的純愛故事 看得我少女心滿滿～講真，冠希穿那件修車服的時候我還以為是什麼潮牌外套呢，然後看到其他人穿，嗯，是技工服……,久違的純愛，純似蒸餾水，Angelababy整完容後神似女主角Amanda Strang。陳冠希有高顏值好演技，我現在非常憎恨那個出賣了他的修電腦的人，丫的自以為是毀了香港影壇最後的一批年輕人。,"不得不提Amanda,olay御用的女主角.真的太漂亮了~",EDISON 純愛 好諷刺,年輕。青澀。帥哥。美女。唯美。愛情。
